id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest,updated_at,guardian1_email,guardian2_email,grade,deliver_test_accomodation_approved,test_date_sign_up
1000,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-02-25 18:23:07,nan,nan,10,nan,April 26 2025 (No-rest option)
1001,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,1.0,1.0,3.0,5.0,2025-02-18 11:20:05,nan,nan,9,nan,March 22 2025 (No-rest option)
1002,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-02-18 14:11:15,nan,nan,9,nan,nan
1003,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-02-18 22:08:11,nan,nan,10,nan,April 26 2025 (No-rest option)
1004,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,14.0,4.0,4.0,22.0,2025-02-19 11:18:33,nan,nan,9,nan,March 22 2025 (No-rest option)
1005,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-02-19 14:25:42,nan,nan,11,nan,April 26 2025 (No-rest option)
1006,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-02-19 15:50:35,nan,nan,9,nan,April 26 2025 (No-rest option)
1007,30.0,nan,nan,nan,30.0,nan,nan,nan,In Processing,13.0,25.0,24.0,92.0,2025-02-20 20:59:06,nan,nan,9,nan,March 22 2025 (No-rest option)
1008,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,7v1U,nan,nan,nan,2025-02-21 16:57:15,nan,nan,9,nan,March 22 2025 (No-rest option)
1009,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-02-23 17:02:01,nan,nan,10,nan,nan
1010,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,25.0,16.0,20.0,61.0,2025-02-23 17:56:02,nan,nan,11,nan,March 22 2025 (No-rest option)
1011,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-02-24 15:22:00,nan,nan,10,nan,April 26 2025 (No-rest option)
1012,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-02-25 20:04:23,nan,nan,11,nan,April 26 2025 (No-rest option)
1013,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,1.0,6.0,10.0,17.0,2025-02-26 05:27:19,nan,nan,9,nan,March 22 2025 (No-rest option)
1014,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-02-26 11:00:17,nan,nan,11,nan,April 26 2025 (No-rest option)
1015,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-14 14:22:37,nan,nan,11,nan,April 26 2025 (No-rest option)
1016,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,17.0,14.0,16.0,47.0,2025-03-01 12:16:07,nan,nan,9,nan,March 22 2025 (No-rest option)
1017,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-01 12:24:47,nan,nan,10,nan,March 22 2025 (No-rest option)
1018,30.0,nan,nan,nan,30.0,nan,nan,nan,Eligible,30.0,30.0,30.0,120.0,2025-03-03 10:54:08,nan,nan,9,nan,March 22 2025 (No-rest option)
1019,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-03 16:12:23,nan,nan,9,nan,nan
1020,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-05 08:47:55,nan,nan,9,nan,nan
1021,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-06 09:35:00,nan,nan,9,nan,April 26 2025 (No-rest option)
1022,22.0,nan,nan,nan,22.0,nan,nan,nan,In Processing,27.0,28.0,19.0,96.0,2025-03-06 12:46:26,nan,nan,10,nan,March 22 2025 (No-rest option)
1023,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-08 17:18:49,nan,nan,10,nan,nan
1024,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-09 08:38:41,nan,nan,10,T4o4,nan
1025,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-10 09:09:13,nan,nan,10,nan,nan
1026,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,20.0,3.0,13.0,36.0,2025-03-10 21:01:51,nan,nan,10,nan,March 22 2025 (No-rest option)
1027,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-11 11:25:14,nan,nan,10,nan,April 26 2025 (No-rest option)
1028,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-11 12:40:09,nan,nan,10,nan,nan
1029,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2025-03-12 02:34:12,nan,nan,10,nan,April 26 2025 (No-rest option)
1030,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-12 13:30:45,nan,nan,9,nan,April 26 2025 (No-rest option)
1031,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,7.0,1.0,16.0,24.0,2025-03-13 20:14:23,nan,nan,10,nan,April 26 2025 (No-rest option)
1032,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-13 08:37:23,nan,nan,10,nan,April 26 2025 (No-rest option)
1033,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,11.0,1.0,13.0,25.0,2025-03-13 10:29:14,nan,nan,10,nan,March 22 2025 (No-rest option)
1034,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-13 14:39:37,nan,nan,11,nan,nan
1035,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-14 09:57:03,nan,nan,11,nan,April 26 2025 (No-rest option)
1036,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-14 16:25:12,nan,nan,10,nan,nan
1037,nan,nan,nan,nan,0.0,nan,nan,Rl0q,In Processing,nan,nan,nan,nan,2025-03-14 20:29:38,nan,nan,11,nan,April 26 2025 (No-rest option)
1038,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-14 23:32:14,nan,nan,9,nan,April 26 2025 (No-rest option)
1039,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-15 15:27:20,nan,nan,9,nan,April 26 2025 (No-rest option)
1040,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-16 08:32:15,nan,nan,10,nan,April 26 2025 (No-rest option)
1041,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-16 10:45:48,nan,nan,9,nan,cTaJ
1042,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-17 10:32:20,nan,nan,10,nan,April 26 2025 (No-rest option)
1043,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-17 13:01:26,nan,nan,9,nan,nan
1044,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-18 09:24:34,nan,nan,11,nan,April 26 2025 (No-rest option)
1045,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-19 10:43:50,nan,nan,11,nan,nan
1046,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-19 12:49:33,nan,nan,10,nan,April 26 2025 (No-rest option)
1047,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-20 09:47:59,nan,nan,9,nan,April 26 2025 (No-rest option)
1048,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-22 18:17:13,nan,nan,9,nan,April 26 2025 (No-rest option)
1049,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-24 09:52:22,nan,nan,9,nan,April 26 2025 (No-rest option)
1050,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-24 10:21:14,nan,nan,9,nan,April 26 2025 (No-rest option)
1051,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-24 17:06:47,nan,nan,10,nan,April 26 2025 (No-rest option)
1052,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-25 09:46:47,nan,nan,9,nan,April 26 2025 (No-rest option)
1053,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-25 10:49:37,nan,nan,11,nan,April 26 2025 (No-rest option)
1054,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-25 12:58:18,nan,nan,9,nan,April 26 2025 (No-rest option)
1055,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-25 13:29:19,nan,nan,10,nan,April 26 2025 (No-rest option)
1056,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-26 09:19:42,nan,nan,11,nan,April 26 2025 (No-rest option)
1057,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-26 11:01:53,nan,nan,9,nan,April 26 2025 (No-rest option)
1058,nan,nan,nan,nan,k24x,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-27 14:30:22,nan,nan,9,nan,April 26 2025 (No-rest option)
1059,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-27 20:34:04,nan,nan,11,nan,nan
1060,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-28 18:12:51,nan,nan,9,nan,nan
1061,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-28 20:22:03,nan,nan,11,nan,April 26 2025 (No-rest option)
1062,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-28 22:32:15,nan,nan,9,nan,April 26 2025 (No-rest option)
1063,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-28 22:40:43,nan,nan,10,nan,nan
1064,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-29 06:05:01,nan,nan,10,nan,April 26 2025 (No-rest option)
1065,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-29 17:11:14,nan,nan,11,nan,nan
1066,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-31 09:49:34,nan,nan,9,nan,April 26 2025 (No-rest option)
1067,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-04-01 22:16:29,nan,nan,10,nan,April 26 2025 (No-rest option)
1068,nan,nan,nan,nan,0.0,nan,nan,nan,XwBc,nan,nan,nan,nan,2025-04-02 09:26:43,nan,nan,10,nan,May 24 2025 (Final Test Date)
1069,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-04-02 10:52:50,nan,nan,9,nan,April 26 2025 (No-rest option)
1070,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,PUcC,nan,nan,nan,2025-04-02 18:20:53,nan,nan,10,nan,April 26 2025 (No-rest option)
1071,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-04-03 12:16:31,nan,nan,9,nan,nan
1072,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-04-04 13:45:16,nan,nan,9,nan,April 26 2025 (No-rest option)
1073,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-04-05 10:56:28,nan,nan,9,nan,nan
1074,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-04-08 13:55:26,nan,nan,9,nan,nan
1075,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-04-08 16:35:55,nan,nan,9,nan,May 24 2025 (Final Test Date)
1076,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-04-09 13:42:06,nan,nan,10,nan,nan
1077,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-04-09 14:22:33,nan,nan,9,nan,nan
